flush_delta_time;flush_delta_data;flush_debit
0;0;
0.309999999999999;0;0
0.309999999999999;0;0
0.309999999999999;0;0
0.309999999999999;0;0
0.309999999999999;0;0
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.290099999999999;191;1316.78731471907
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.346800000000002;1428;8235.29411764702
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.270399999999999;2585;19119.8224852072
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
0.3933;2701;13735.0622934147
