Chrono;Time;MIDS Status;DLIP Saturation;TDH079;retard (ms)
170.1420;00:02:50.142;0,5;0,5;0
172.1420;00:02:52.142;0,5;0,5;0
174.1421;00:02:54.142;0,5;0,5;0
176.1420;00:02:56.142;0,5;0,5;0
178.1420;00:02:58.142;0,5;0,5;0
180.1420;00:03:0.141;0,5;0,5;0
182.1421;00:03:2.142;0,5;0,5;0
184.1421;00:03:4.142;0,5;0,5;0
186.1421;00:03:6.142;0,5;0,5;0
188.1421;00:03:8.142;0,5;0,5;0
190.1420;00:03:10.142;0,5;0,5;0
192.1420;00:03:12.142;0,5;0,5;0
194.1421;00:03:14.142;0,5;0,5;0
196.1421;00:03:16.142;0,5;0,5;0
198.1421;00:03:18.142;0,5;0,5;0
200.1420;00:03:20.142;0,5;0,5;0
202.1421;00:03:22.142;0,5;0,5;0
204.1420;00:03:24.142;0,5;0,5;0
206.1421;00:03:26.142;0,5;0,5;0
208.1421;00:03:28.142;0,5;0,5;0
210.1420;00:03:30.142;0,5;0,5;0
212.1420;00:03:32.142;0,5;0,5;0
214.1420;00:03:34.142;0,5;0,5;0
216.1421;00:03:36.142;0,5;0,5;0
218.1421;00:03:38.142;0,5;0,5;0
219.6665;00:03:39.666;0,5;0;0,5
220.1421;00:03:40.142;0,5;0,5;0
221.6727;00:03:41.672;0,5;0;0,5
222.1420;00:03:42.142;0,5;0,5;0
222.6757;00:03:42.675;0,5;0;0,5
224.1420;00:03:44.142;0,5;0,5;0
225.6842;00:03:45.684;0,5;0;0,5
226.1421;00:03:46.142;0,5;0,5;0
228.1420;00:03:48.142;0,5;0,5;0
228.6929;00:03:48.692;0,5;0;0,5
230.1421;00:03:50.142;0,5;0,5;0
231.7022;00:03:51.702;0,5;0;0,5
232.1420;00:03:52.142;0,5;0,5;0
234.1421;00:03:54.142;0,5;0,5;0
234.7114;00:03:54.711;0,5;0;0,5
236.1420;00:03:56.142;0,5;0,5;0
237.7229;00:03:57.722;0,5;0;0,5
238.1421;00:03:58.142;0,5;0,5;0
240.1420;00:04:0.141;0,5;0,5;0
240.7358;00:04:0.735;0,5;0;0,5
242.1420;00:04:2.142;0,5;0,5;0
243.7482;00:04:3.748;0,5;0;0,5
244.1421;00:04:4.142;0,5;0,5;0
246.1421;00:04:6.142;0,5;0,5;0
246.7609;00:04:6.760;0,5;0;0,5
248.1421;00:04:8.142;0,5;0,5;0
249.7740;00:04:9.774;0,5;0;0,5
250.1421;00:04:10.142;0,5;0,5;0
252.1420;00:04:12.142;0,5;0,5;0
252.7864;00:04:12.786;0,5;0;0,5
254.1420;00:04:14.142;0,5;0,5;0
255.7987;00:04:15.798;0,5;0;0,5
256.1421;00:04:16.142;0,5;0,5;0
258.1420;00:04:18.142;0,5;0,5;0
258.8109;00:04:18.810;0,5;0;0,5
260.1421;00:04:20.142;0,5;0,5;0
261.8231;00:04:21.823;0,5;0;0,5
262.1420;00:04:22.142;0,5;0,5;0
264.1421;00:04:24.142;0,5;0,5;0
264.8355;00:04:24.835;0,5;0;0,5
266.1420;00:04:26.142;0,5;0,5;0
267.8471;00:04:27.847;0,5;0;0,5
268.1421;00:04:28.142;0,5;0,5;0
269.6743;00:04:29.674;0,5;0;0,5
270.1421;00:04:30.142;0,5;0,5;0
270.8594;00:04:30.859;0,5;0;0,5
272.1421;00:04:32.142;0,5;0,5;0
273.8710;00:04:33.871;0,5;0;0,5
274.1421;00:04:34.142;0,5;0,5;0
276.1421;00:04:36.142;0,5;0,5;0
276.8832;00:04:36.883;0,5;0;0,5
278.1421;00:04:38.142;0,5;0,5;0
279.8948;00:04:39.894;0,5;0;0,5
280.1420;00:04:40.142;0,5;0,5;0
282.1421;00:04:42.142;0,5;0,5;0
282.9070;00:04:42.907;0,5;0;0,5
284.1421;00:04:44.142;0,5;0,5;0
285.9194;00:04:45.919;0,5;0;0,5
286.1420;00:04:46.142;0,5;0,5;0
288.1421;00:04:48.142;0,5;0,5;0
288.9321;00:04:48.932;0,5;0;0,5
290.1420;00:04:50.142;0,5;0,5;0
291.9443;00:04:51.944;0,5;0;0,5
292.1421;00:04:52.142;0,5;0,5;0
294.1420;00:04:54.142;0,5;0,5;0
294.9570;00:04:54.957;0,5;0;0,5
296.1421;00:04:56.142;0,5;0,5;0
297.9697;00:04:57.969;0,5;0;0,5
298.1421;00:04:58.142;0,5;0,5;0
300.1420;00:05:0.141;0,5;0,5;0
300.9825;00:05:0.982;0,5;0;0,5
302.1421;00:05:2.142;0,5;0,5;0
303.9952;00:05:3.995;0,5;0;0,5
304.1421;00:05:4.142;0,5;0,5;0
306.1420;00:05:6.142;0,5;0,5;0
307.0077;00:05:7.007;0,5;0;0,5
308.1421;00:05:8.142;0,5;0,5;0
310.0206;00:05:10.020;0,5;0;0,5
310.1421;00:05:10.142;0,5;0,5;0
312.1421;00:05:12.142;0,5;0,5;0
313.0335;00:05:13.033;0,5;0;0,5
314.1421;00:05:14.142;0,5;0,5;0
316.0460;00:05:16.046;0,5;0;0,5
316.1421;00:05:16.142;0,5;0,5;0
317.6928;00:05:17.692;0,5;0;0,5
318.1420;00:05:18.142;0,5;0,5;0
319.0583;00:05:19.058;0,5;0;0,5
320.1420;00:05:20.142;0,5;0,5;0
322.0691;00:05:22.069;0,5;0;0,5
322.1420;00:05:22.142;0,5;0,5;0
324.1420;00:05:24.142;0,5;0,5;0
325.0809;00:05:25.080;0,5;0;0,5
326.1420;00:05:26.142;0,5;0,5;0
328.0924;00:05:28.092;0,5;0;0,5
328.1420;00:05:28.142;0,5;0,5;0
330.1420;00:05:30.142;0,5;0,5;0
331.1043;00:05:31.104;0,5;0;0,5
332.1421;00:05:32.142;0,5;0,5;0
