Chrono;Time;MIDS Status;DLIP Saturation;TDH079;retard (ms)
173.14;00:02:53.140;;;;10
173.14;00:02:53.140;;;;10
173.22;00:02:53.220;;;;10
173.22;00:02:53.220;;;;10
173.33;00:02:53.330;;;;10
173.33;00:02:53.330;;;;10
173.36;00:02:53.360;;;;10
173.36;00:02:53.360;;;;10
173.55;00:02:53.550;;;;30
173.55;00:02:53.550;;;;30
173.58;00:02:53.580;;;;40
173.58;00:02:53.580;;;;11
173.63;00:02:53.630;;;;20
173.66;00:02:53.660;;;;20
173.68;00:02:53.680;;;;20
173.70;00:02:53.700;;;;10
173.73;00:02:53.730;;;;10
173.86;00:02:53.860;;;;20
173.88;00:02:53.880;;;;20
173.93;00:02:53.930;;;;20
173.93;00:02:53.930;;;;20
173.96;00:02:53.960;;;;20
173.99;00:02:53.990;;;;20
173.99;00:02:53.990;;;;20
174.02;00:02:54.020;;;;31
174.04;00:02:54.040;;;;20
174.07;00:02:54.070;;;;20
174.20;00:02:54.200;;;;20
174.23;00:02:54.230;;;;30
174.23;00:02:54.230;;;;11
174.27;00:02:54.270;;;;20
174.35;00:02:54.350;;;;30
174.38;00:02:54.380;;;;30
174.38;00:02:54.380;;;;30
174.41;00:02:54.410;;;;30
174.49;00:02:54.490;;;;10
174.54;00:02:54.540;;;;30
174.54;00:02:54.540;;;;30
174.59;00:02:54.590;;;;20
174.59;00:02:54.590;;;;20
174.69;00:02:54.690;;;;30
174.69;00:02:54.690;;;;30
174.77;00:02:54.770;;;;30
174.77;00:02:54.770;;;;30
174.80;00:02:54.800;;;;59
174.80;00:02:54.800;;;;59
174.83;00:02:54.830;;;;60
174.83;00:02:54.830;;;;60
174.89;00:02:54.890;;;;30
174.89;00:02:54.890;;;;11
174.92;00:02:54.920;;;;40
174.95;00:02:54.950;;;;20
174.95;00:02:54.950;;;;20
175.01;00:02:55.010;;;;20
175.07;00:02:55.070;;;;20
175.07;00:02:55.070;;;;20
175.10;00:02:55.100;;;;30
175.10;00:02:55.100;;;;30
175.15;00:02:55.150;;;;10
175.15;00:02:55.150;;;;10
175.22;00:02:55.220;;;;18
175.25;00:02:55.250;;;;30
175.25;00:02:55.250;;;;30
175.30;00:02:55.300;;;;10
175.30;00:02:55.300;;;;10
176.03;00:02:56.030;;;;19
176.05;00:02:56.050;;;;10
176.08;00:02:56.080;;;;10
176.18;00:02:56.180;;;;20
176.73;00:02:56.730;;;;20
176.78;00:02:56.780;;;;20
176.87;00:02:56.870;;;;30
177.24;00:02:57.240;;;;10
177.69;00:02:57.690;;;;10
177.87;00:02:57.870;;;;30
179.01;00:02:59.010;;;;30
179.09;00:02:59.090;;;;11
179.09;00:02:59.090;;;;12
179.65;00:02:59.650;;;;12
179.77;00:02:59.770;;;;9
180.22;00:03:0.219;;;;14
180.72;00:03:0.719;;;;10
181.00;00:03:1.000;;;;20
181.68;00:03:1.680;;;;10
181.74;00:03:1.740;;;;19
181.74;00:03:1.740;;;;19
181.80;00:03:1.800;;;;30
181.85;00:03:1.849;;;;20
182.03;00:03:2.030;;;;10
182.27;00:03:2.270;;;;20
183.33;00:03:3.330;;;;30
183.69;00:03:3.690;;;;30
183.69;00:03:3.690;;;;30
183.74;00:03:3.740;;;;30
183.95;00:03:3.949;;;;21
183.98;00:03:3.979;;;;17
184.00;00:03:4.000;;;;19
184.39;00:03:4.389;;;;10
184.49;00:03:4.490;;;;20
184.49;00:03:4.490;;;;20
184.55;00:03:4.550;;;;30
184.62;00:03:4.620;;;;11
184.62;00:03:4.620;;;;11
184.73;00:03:4.729;;;;30
184.73;00:03:4.729;;;;32
184.76;00:03:4.759;;;;30
184.76;00:03:4.759;;;;27
184.79;00:03:4.789;;;;55
185.16;00:03:5.160;;;;19
185.24;00:03:5.240;;;;20
185.24;00:03:5.240;;;;20
185.35;00:03:5.349;;;;20
185.35;00:03:5.349;;;;20
185.38;00:03:5.380;;;;20
185.38;00:03:5.380;;;;20
185.56;00:03:5.560;;;;10
185.56;00:03:5.560;;;;10
185.61;00:03:5.610;;;;30
185.61;00:03:5.610;;;;30
185.64;00:03:5.639;;;;10
185.67;00:03:5.669;;;;10
185.70;00:03:5.699;;;;20
185.73;00:03:5.729;;;;30
185.75;00:03:5.750;;;;20
185.88;00:03:5.880;;;;20
185.91;00:03:5.910;;;;30
185.94;00:03:5.940;;;;10
185.94;00:03:5.940;;;;10
185.97;00:03:5.970;;;;10
186.00;00:03:6.000;;;;10
186.00;00:03:6.000;;;;10
186.04;00:03:6.039;;;;20
186.06;00:03:6.060;;;;20
186.09;00:03:6.090;;;;20
186.22;00:03:6.220;;;;20
186.24;00:03:6.240;;;;10
186.24;00:03:6.240;;;;10
186.30;00:03:6.300;;;;30
186.38;00:03:6.380;;;;30
186.40;00:03:6.400;;;;20
186.40;00:03:6.400;;;;20
186.43;00:03:6.430;;;;20
186.52;00:03:6.520;;;;30
186.55;00:03:6.550;;;;10
186.55;00:03:6.550;;;;11
186.61;00:03:6.610;;;;20
186.61;00:03:6.610;;;;20
186.70;00:03:6.699;;;;10
186.70;00:03:6.699;;;;10
186.79;00:03:6.789;;;;20
186.79;00:03:6.789;;;;20
186.81;00:03:6.810;;;;9
186.86;00:03:6.860;;;;30
186.86;00:03:6.860;;;;30
186.92;00:03:6.919;;;;30
186.92;00:03:6.919;;;;30
186.94;00:03:6.940;;;;20
186.97;00:03:6.970;;;;20
186.97;00:03:6.970;;;;20
187.04;00:03:7.039;;;;30
187.09;00:03:7.090;;;;20
187.09;00:03:7.090;;;;20
187.12;00:03:7.120;;;;20
187.12;00:03:7.120;;;;20
187.17;00:03:7.169;;;;20
187.17;00:03:7.169;;;;20
187.23;00:03:7.229;;;;10
187.28;00:03:7.280;;;;30
187.28;00:03:7.280;;;;30
187.31;00:03:7.310;;;;10
187.31;00:03:7.310;;;;10
188.04;00:03:8.039;;;;10
188.07;00:03:8.069;;;;20
188.10;00:03:8.099;;;;20
188.19;00:03:8.190;;;;10
188.74;00:03:8.740;;;;10
188.90;00:03:8.900;;;;30
188.97;00:03:8.970;;;;20
189.00;00:03:9.000;;;;28
189.02;00:03:9.020;;;;17
189.26;00:03:9.259;;;;20
189.72;00:03:9.720;;;;29
189.89;00:03:9.889;;;;20
191.11;00:03:11.110;;;;19
191.11;00:03:11.110;;;;18
192.24;00:03:12.240;;;;20
192.73;00:03:12.730;;;;10
193.71;00:03:13.710;;;;30
193.77;00:03:13.770;;;;30
193.77;00:03:13.770;;;;30
193.83;00:03:13.830;;;;30
193.88;00:03:13.880;;;;30
193.98;00:03:13.980;;;;18
194.06;00:03:14.060;;;;30
194.28;00:03:14.280;;;;10
194.69;00:03:14.690;;;;20
194.71;00:03:14.710;;;;10
194.74;00:03:14.740;;;;9
194.74;00:03:14.740;;;;9
194.77;00:03:14.770;;;;38
195.25;00:03:15.250;;;;9
195.35;00:03:15.350;;;;20
195.71;00:03:15.710;;;;20
195.71;00:03:15.710;;;;20
195.76;00:03:15.760;;;;20
195.96;00:03:15.960;;;;9
196.02;00:03:16.020;;;;20
196.42;00:03:16.420;;;;30
196.50;00:03:16.500;;;;10
196.50;00:03:16.500;;;;10
196.58;00:03:16.580;;;;30
196.63;00:03:16.630;;;;10
196.63;00:03:16.630;;;;10
196.76;00:03:16.760;;;;29
196.76;00:03:16.760;;;;28
196.78;00:03:16.780;;;;19
196.81;00:03:16.810;;;;20
197.19;00:03:17.190;;;;30
197.27;00:03:17.270;;;;30
197.27;00:03:17.270;;;;30
197.38;00:03:17.380;;;;30
197.38;00:03:17.380;;;;30
197.40;00:03:17.400;;;;20
197.40;00:03:17.400;;;;20
197.57;00:03:17.570;;;;10
197.57;00:03:17.570;;;;10
197.62;00:03:17.620;;;;10
197.62;00:03:17.620;;;;10
197.67;00:03:17.670;;;;30
197.70;00:03:17.700;;;;30
197.72;00:03:17.720;;;;20
197.75;00:03:17.750;;;;20
197.78;00:03:17.780;;;;30
197.91;00:03:17.910;;;;30
197.94;00:03:17.940;;;;30
197.97;00:03:17.970;;;;30
197.97;00:03:17.970;;;;30
198.00;00:03:18.000;;;;30
198.02;00:03:18.020;;;;20
198.02;00:03:18.020;;;;20
198.05;00:03:18.050;;;;10
198.08;00:03:18.080;;;;20
198.11;00:03:18.110;;;;20
198.25;00:03:18.250;;;;30
198.25;00:03:18.250;;;;11
198.27;00:03:18.270;;;;29
198.31;00:03:18.310;;;;10
198.39;00:03:18.390;;;;10
198.41;00:03:18.410;;;;10
198.41;00:03:18.410;;;;10
198.44;00:03:18.440;;;;10
198.53;00:03:18.530;;;;10
198.56;00:03:18.560;;;;10
198.56;00:03:18.560;;;;10
198.62;00:03:18.620;;;;10
198.62;00:03:18.620;;;;10
198.73;00:03:18.730;;;;30
198.73;00:03:18.730;;;;30
198.80;00:03:18.800;;;;11
198.80;00:03:18.800;;;;11
198.89;00:03:18.890;;;;30
198.89;00:03:18.890;;;;30
198.93;00:03:18.930;;;;14
198.93;00:03:18.930;;;;14
198.96;00:03:18.960;;;;20
198.99;00:03:18.990;;;;29
198.99;00:03:18.990;;;;21
199.02;00:03:19.020;;;;28
199.05;00:03:19.050;;;;10
199.10;00:03:19.100;;;;12
199.10;00:03:19.100;;;;12
199.13;00:03:19.130;;;;11
199.13;00:03:19.130;;;;11
199.19;00:03:19.190;;;;20
199.19;00:03:19.190;;;;20
199.25;00:03:19.250;;;;20
199.31;00:03:19.310;;;;30
199.31;00:03:19.310;;;;30
199.34;00:03:19.340;;;;30
199.34;00:03:19.340;;;;30
199.67;00:03:19.670;;;;9
199.74;00:03:19.740;;;;20
199.74;00:03:19.740;;;;19
199.77;00:03:19.770;;;;20
200.06;00:03:20.060;;;;20
200.11;00:03:20.110;;;;10
200.20;00:03:20.200;;;;10
200.22;00:03:20.220;;;;16
200.25;00:03:20.250;;;;19
200.91;00:03:20.910;;;;10
201.27;00:03:21.270;;;;10
203.12;00:03:23.120;;;;10
203.12;00:03:23.120;;;;10
203.98;00:03:23.980;;;;19
203.98;00:03:23.980;;;;19
204.69;00:03:24.690;;;;30
204.74;00:03:24.740;;;;21
204.74;00:03:24.740;;;;12
204.77;00:03:24.770;;;;20
204.77;00:03:24.770;;;;20
205.22;00:03:25.220;;;;15
205.24;00:03:25.240;;;;9
205.80;00:03:25.800;;;;30
205.80;00:03:25.800;;;;30
205.91;00:03:25.910;;;;30
206.07;00:03:26.070;;;;10
206.70;00:03:26.700;;;;10
207.38;00:03:27.380;;;;30
207.72;00:03:27.720;;;;19
207.72;00:03:27.720;;;;11
207.75;00:03:27.750;;;;39
207.77;00:03:27.770;;;;10
207.97;00:03:27.970;;;;10
208.03;00:03:28.030;;;;10
208.35;00:03:28.350;;;;25
208.51;00:03:28.510;;;;9
208.61;00:03:28.610;;;;30
208.64;00:03:28.640;;;;10
208.64;00:03:28.640;;;;10
208.79;00:03:28.790;;;;30
208.79;00:03:28.790;;;;30
208.82;00:03:28.820;;;;40
208.82;00:03:28.820;;;;11
208.98;00:03:28.980;;;;16
209.01;00:03:29.010;;;;29
209.01;00:03:29.010;;;;29
209.04;00:03:29.040;;;;27
209.22;00:03:29.220;;;;30
209.28;00:03:29.280;;;;10
209.28;00:03:29.280;;;;10
209.39;00:03:29.390;;;;10
209.39;00:03:29.390;;;;10
209.41;00:03:29.410;;;;10
209.41;00:03:29.410;;;;10
209.60;00:03:29.600;;;;31
209.60;00:03:29.600;;;;31
209.65;00:03:29.650;;;;30
209.65;00:03:29.650;;;;30
209.69;00:03:29.690;;;;20
209.72;00:03:29.720;;;;22
209.74;00:03:29.740;;;;20
209.74;00:03:29.740;;;;17
209.77;00:03:29.770;;;;20
209.77;00:03:29.770;;;;21
209.79;00:03:29.790;;;;10
209.93;00:03:29.930;;;;20
209.96;00:03:29.960;;;;20
209.99;00:03:29.990;;;;20
209.99;00:03:29.990;;;;20
210.02;00:03:30.020;;;;21
210.05;00:03:30.050;;;;30
210.05;00:03:30.050;;;;31
210.07;00:03:30.070;;;;20
210.10;00:03:30.100;;;;20
210.12;00:03:30.120;;;;10
210.22;00:03:30.220;;;;14
210.25;00:03:30.250;;;;19
210.28;00:03:30.280;;;;30
210.28;00:03:30.280;;;;30
210.31;00:03:30.310;;;;40
210.34;00:03:30.340;;;;30
210.43;00:03:30.430;;;;20
210.43;00:03:30.430;;;;21
210.46;00:03:30.460;;;;20
210.54;00:03:30.540;;;;10
210.57;00:03:30.570;;;;10
210.57;00:03:30.570;;;;10
210.63;00:03:30.630;;;;10
210.63;00:03:30.630;;;;10
210.74;00:03:30.740;;;;10
210.74;00:03:30.740;;;;10
210.81;00:03:30.810;;;;9
210.81;00:03:30.810;;;;9
210.91;00:03:30.910;;;;20
210.91;00:03:30.910;;;;20
210.94;00:03:30.940;;;;6
210.94;00:03:30.940;;;;6
210.97;00:03:30.970;;;;10
211.02;00:03:31.020;;;;29
211.08;00:03:31.080;;;;30
211.11;00:03:31.110;;;;8
211.11;00:03:31.110;;;;8
211.14;00:03:31.140;;;;9
211.14;00:03:31.140;;;;9
211.22;00:03:31.220;;;;30
211.22;00:03:31.220;;;;30
211.28;00:03:31.280;;;;30
211.33;00:03:31.330;;;;20
211.33;00:03:31.330;;;;20
211.35;00:03:31.350;;;;10
211.35;00:03:31.350;;;;10
211.75;00:03:31.750;;;;10
212.08;00:03:32.080;;;;20
212.14;00:03:32.140;;;;30
212.21;00:03:32.210;;;;10
212.27;00:03:32.270;;;;20
212.71;00:03:32.710;;;;19
212.93;00:03:32.930;;;;20
213.30;00:03:33.300;;;;30
213.33;00:03:33.330;;;;25
214.04;00:03:34.040;;;;29
214.04;00:03:34.040;;;;30
214.76;00:03:34.760;;;;20
214.76;00:03:34.760;;;;20
215.13;00:03:35.130;;;;10
215.13;00:03:35.130;;;;10
215.20;00:03:35.200;;;;2
215.20;00:03:35.200;;;;3
215.25;00:03:35.250;;;;29
216.01;00:03:36.010;;;;29
216.72;00:03:36.720;;;;30
216.77;00:03:36.770;;;;29
216.77;00:03:36.770;;;;28
217.24;00:03:37.240;;;;20
217.82;00:03:37.820;;;;20
217.82;00:03:37.820;;;;20
217.92;00:03:37.920;;;;10
218.10;00:03:38.100;;;;30
218.72;00:03:38.720;;;;20
219.00;00:03:39.000;;;;13
219.75;00:03:39.750;;;;19
219.75;00:03:39.750;;;;20
219.77;00:03:39.770;;;;20
219.77;00:03:39.770;;;;10
219.79;00:03:39.790;;;;20
219.82;00:03:39.820;;;;29
220.00;00:03:40.000;;;;30
220.23;00:03:40.230;;;;28
220.25;00:03:40.250;;;;19
220.53;00:03:40.530;;;;20
220.64;00:03:40.640;;;;30
220.66;00:03:40.660;;;;20
220.66;00:03:40.660;;;;20
220.80;00:03:40.800;;;;10
220.80;00:03:40.800;;;;10
220.83;00:03:40.830;;;;10
220.83;00:03:40.830;;;;10
221.00;00:03:41.000;;;;20
221.24;00:03:41.240;;;;20
221.29;00:03:41.290;;;;10
221.29;00:03:41.290;;;;10
221.41;00:03:41.410;;;;20
221.41;00:03:41.410;;;;20
221.43;00:03:41.430;;;;20
221.43;00:03:41.430;;;;20
221.63;00:03:41.630;;;;30
221.63;00:03:41.630;;;;29
221.68;00:03:41.680;;;;30
221.68;00:03:41.680;;;;30
221.71;00:03:41.710;;;;20
221.73;00:03:41.730;;;;9
221.76;00:03:41.760;;;;20
221.79;00:03:41.790;;;;20
221.81;00:03:41.810;;;;20
221.95;00:03:41.950;;;;20
221.97;00:03:41.970;;;;10
222.00;00:03:42.000;;;;10
222.00;00:03:42.000;;;;10
222.03;00:03:42.030;;;;10
222.06;00:03:42.060;;;;10
222.06;00:03:42.060;;;;10
222.09;00:03:42.090;;;;20
222.12;00:03:42.120;;;;20
222.14;00:03:42.140;;;;20
222.27;00:03:42.270;;;;20
222.30;00:03:42.300;;;;20
222.30;00:03:42.300;;;;20
222.32;00:03:42.320;;;;10
222.35;00:03:42.350;;;;10
222.46;00:03:42.460;;;;30
222.46;00:03:42.460;;;;30
222.49;00:03:42.490;;;;30
222.57;00:03:42.570;;;;30
222.60;00:03:42.600;;;;30
222.60;00:03:42.600;;;;30
222.65;00:03:42.650;;;;20
222.65;00:03:42.650;;;;20
222.75;00:03:42.750;;;;10
222.75;00:03:42.750;;;;10
222.83;00:03:42.830;;;;20
222.83;00:03:42.830;;;;20
222.94;00:03:42.940;;;;30
222.94;00:03:42.940;;;;30
222.97;00:03:42.970;;;;30
222.97;00:03:42.970;;;;30
223.00;00:03:43.000;;;;30
223.03;00:03:43.030;;;;10
223.10;00:03:43.100;;;;20
223.12;00:03:43.120;;;;10
223.12;00:03:43.120;;;;10
223.15;00:03:43.150;;;;10
223.15;00:03:43.150;;;;10
223.24;00:03:43.240;;;;20
223.24;00:03:43.240;;;;20
223.30;00:03:43.300;;;;21
223.35;00:03:43.350;;;;20
223.35;00:03:43.350;;;;19
223.37;00:03:43.370;;;;21
223.37;00:03:43.370;;;;22
223.77;00:03:43.770;;;;20
224.02;00:03:44.020;;;;10
224.16;00:03:44.160;;;;20
224.22;00:03:44.220;;;;10
224.64;00:03:44.640;;;;29
224.66;00:03:44.660;;;;19
224.74;00:03:44.740;;;;30
224.74;00:03:44.740;;;;21
224.77;00:03:44.770;;;;28
224.79;00:03:44.790;;;;18
225.19;00:03:45.190;;;;3
225.22;00:03:45.220;;;;10
225.25;00:03:45.250;;;;9
225.36;00:03:45.360;;;;30
226.05;00:03:46.050;;;;10
227.15;00:03:47.150;;;;20
227.15;00:03:47.150;;;;20
228.02;00:03:48.020;;;;10
228.78;00:03:48.780;;;;10
228.78;00:03:48.780;;;;10
228.98;00:03:48.980;;;;18
229.26;00:03:49.260;;;;20
229.64;00:03:49.640;;;;23
229.64;00:03:49.640;;;;19
229.67;00:03:49.670;;;;20
229.76;00:03:49.760;;;;20
229.79;00:03:49.790;;;;20
229.82;00:03:49.820;;;;19
229.82;00:03:49.820;;;;18
229.85;00:03:49.850;;;;30
229.85;00:03:49.850;;;;30
229.95;00:03:49.950;;;;30
230.11;00:03:50.110;;;;10
230.22;00:03:50.220;;;;10
230.27;00:03:50.270;;;;29
230.73;00:03:50.730;;;;10
231.02;00:03:51.020;;;;20
231.78;00:03:51.780;;;;30
231.80;00:03:51.800;;;;10
232.01;00:03:52.010;;;;10
232.55;00:03:52.550;;;;20
232.65;00:03:52.650;;;;10
232.67;00:03:52.670;;;;10
232.81;00:03:52.810;;;;10
232.81;00:03:52.810;;;;10
232.84;00:03:52.840;;;;10
232.84;00:03:52.840;;;;10
233.01;00:03:53.010;;;;10
233.25;00:03:53.250;;;;10
233.30;00:03:53.300;;;;11
233.30;00:03:53.300;;;;11
233.44;00:03:53.440;;;;30
233.44;00:03:53.440;;;;30
233.47;00:03:53.470;;;;40
233.47;00:03:53.470;;;;40
233.65;00:03:53.650;;;;20
233.65;00:03:53.650;;;;20
233.70;00:03:53.700;;;;20
233.70;00:03:53.700;;;;20
233.73;00:03:53.730;;;;20
233.75;00:03:53.750;;;;20
233.78;00:03:53.780;;;;20
233.81;00:03:53.810;;;;20
233.83;00:03:53.830;;;;20
233.98;00:03:53.980;;;;30
233.98;00:03:53.980;;;;18
234.00;00:03:54.000;;;;37
234.00;00:03:54.000;;;;38
234.02;00:03:54.020;;;;50
234.02;00:03:54.020;;;;21
234.05;00:03:54.050;;;;50
234.05;00:03:54.050;;;;21
234.08;00:03:54.080;;;;20
234.08;00:03:54.080;;;;20
234.13;00:03:54.130;;;;10
234.16;00:03:54.160;;;;20
234.32;00:03:54.320;;;;20
234.32;00:03:54.320;;;;20
234.35;00:03:54.350;;;;30
234.38;00:03:54.380;;;;30
234.49;00:03:54.490;;;;30
234.49;00:03:54.490;;;;30
234.52;00:03:54.520;;;;30
234.59;00:03:54.590;;;;21
234.61;00:03:54.610;;;;10
234.61;00:03:54.610;;;;10
234.64;00:03:54.640;;;;21
234.67;00:03:54.670;;;;20
234.67;00:03:54.670;;;;21
234.75;00:03:54.750;;;;2
234.75;00:03:54.750;;;;2
234.80;00:03:54.800;;;;19
234.80;00:03:54.800;;;;19
234.85;00:03:54.850;;;;20
234.85;00:03:54.850;;;;20
234.95;00:03:54.950;;;;10
234.95;00:03:54.950;;;;10
234.98;00:03:54.980;;;;10
234.98;00:03:54.980;;;;10
235.01;00:03:55.010;;;;10
235.04;00:03:55.040;;;;10
235.12;00:03:55.120;;;;20
235.15;00:03:55.150;;;;31
235.15;00:03:55.150;;;;31
235.18;00:03:55.180;;;;30
235.18;00:03:55.180;;;;30
235.23;00:03:55.230;;;;19
235.26;00:03:55.260;;;;20
235.26;00:03:55.260;;;;20
235.31;00:03:55.310;;;;9
235.38;00:03:55.380;;;;31
235.38;00:03:55.380;;;;31
235.41;00:03:55.410;;;;39
235.41;00:03:55.410;;;;39
235.80;00:03:55.800;;;;30
236.04;00:03:56.040;;;;20
236.19;00:03:56.190;;;;30
236.25;00:03:56.250;;;;30
236.75;00:03:56.750;;;;10
236.80;00:03:56.800;;;;10
237.21;00:03:57.210;;;;20
237.23;00:03:57.230;;;;10
237.39;00:03:57.390;;;;30
238.06;00:03:58.060;;;;10
238.96;00:03:58.960;;;;15
238.99;00:03:58.990;;;;29
239.01;00:03:59.010;;;;19
239.18;00:03:59.180;;;;30
239.18;00:03:59.180;;;;30
239.62;00:03:59.620;;;;7
239.62;00:03:59.620;;;;7
239.67;00:03:59.670;;;;9
240.21;00:04:0.210;;;;24
240.24;00:04:0.240;;;;28
240.80;00:04:0.800;;;;20
240.80;00:04:0.800;;;;20
241.78;00:04:1.780;;;;20
241.80;00:04:1.800;;;;10
241.83;00:04:1.830;;;;9
241.86;00:04:1.860;;;;10
241.86;00:04:1.860;;;;10
241.97;00:04:1.970;;;;20
242.13;00:04:2.130;;;;20
242.30;00:04:2.300;;;;30
242.76;00:04:2.759;;;;30
243.79;00:04:3.789;;;;10
243.81;00:04:3.810;;;;10
243.96;00:04:3.960;;;;17
244.02;00:04:4.020;;;;30
244.02;00:04:4.020;;;;12
244.08;00:04:4.080;;;;29
244.56;00:04:4.560;;;;12
244.64;00:04:4.639;;;;1
244.67;00:04:4.669;;;;28
244.67;00:04:4.669;;;;28
244.70;00:04:4.699;;;;50
244.70;00:04:4.699;;;;31
244.73;00:04:4.729;;;;19
244.82;00:04:4.819;;;;19
244.82;00:04:4.819;;;;11
244.85;00:04:4.849;;;;39
244.85;00:04:4.849;;;;10
244.88;00:04:4.880;;;;39
245.23;00:04:5.229;;;;29
245.28;00:04:5.280;;;;30
245.32;00:04:5.319;;;;19
245.32;00:04:5.319;;;;19
245.46;00:04:5.460;;;;20
245.46;00:04:5.460;;;;20
245.49;00:04:5.490;;;;20
245.49;00:04:5.490;;;;20
245.67;00:04:5.669;;;;20
245.67;00:04:5.669;;;;20
245.72;00:04:5.720;;;;20
245.72;00:04:5.720;;;;20
245.74;00:04:5.740;;;;10
245.77;00:04:5.770;;;;20
245.79;00:04:5.789;;;;10
245.82;00:04:5.819;;;;10
245.85;00:04:5.849;;;;20
245.99;00:04:5.990;;;;10
246.04;00:04:6.039;;;;20
246.04;00:04:6.039;;;;20
246.06;00:04:6.060;;;;10
246.06;00:04:6.060;;;;10
246.09;00:04:6.090;;;;10
246.09;00:04:6.090;;;;10
246.14;00:04:6.139;;;;10
246.17;00:04:6.169;;;;10
246.35;00:04:6.349;;;;30
246.35;00:04:6.349;;;;30
246.38;00:04:6.380;;;;30
246.40;00:04:6.400;;;;20
246.50;00:04:6.500;;;;10
246.50;00:04:6.500;;;;10
246.53;00:04:6.530;;;;10
246.62;00:04:6.620;;;;30
246.62;00:04:6.620;;;;11
246.64;00:04:6.639;;;;29
246.70;00:04:6.699;;;;30
246.70;00:04:6.699;;;;30
246.78;00:04:6.780;;;;28
246.78;00:04:6.780;;;;28
246.83;00:04:6.830;;;;30
246.86;00:04:6.860;;;;10
246.86;00:04:6.860;;;;10
246.97;00:04:6.970;;;;20
246.97;00:04:6.970;;;;20
247.00;00:04:7.000;;;;20
247.00;00:04:7.000;;;;20
247.02;00:04:7.020;;;;10
247.07;00:04:7.069;;;;30
247.14;00:04:7.139;;;;20
247.17;00:04:7.169;;;;20
247.17;00:04:7.169;;;;20
247.19;00:04:7.190;;;;10
247.19;00:04:7.190;;;;10
247.27;00:04:7.270;;;;10
247.27;00:04:7.270;;;;10
247.40;00:04:7.400;;;;20
247.40;00:04:7.400;;;;20
247.43;00:04:7.430;;;;20
247.43;00:04:7.430;;;;20
247.82;00:04:7.819;;;;20
248.20;00:04:8.199;;;;10
248.28;00:04:8.280;;;;30
248.76;00:04:8.759;;;;10
248.81;00:04:8.810;;;;10
248.99;00:04:8.990;;;;24
248.99;00:04:8.990;;;;24
249.05;00:04:9.050;;;;29
249.24;00:04:9.240;;;;30
249.24;00:04:9.240;;;;11
249.41;00:04:9.410;;;;20
249.65;00:04:9.650;;;;20
249.78;00:04:9.780;;;;9
250.07;00:04:10.070;;;;10
250.99;00:04:10.990;;;;29
251.21;00:04:11.210;;;;30
251.21;00:04:11.210;;;;30
251.70;00:04:11.700;;;;30
252.22;00:04:12.220;;;;10
253.35;00:04:13.350;;;;14
253.79;00:04:13.790;;;;10
253.82;00:04:13.820;;;;20
253.88;00:04:13.880;;;;20
253.88;00:04:13.880;;;;20
253.98;00:04:13.980;;;;19
253.98;00:04:13.980;;;;12
254.15;00:04:14.150;;;;20
254.32;00:04:14.320;;;;20
254.67;00:04:14.670;;;;29
254.70;00:04:14.700;;;;29
254.72;00:04:14.720;;;;18
254.80;00:04:14.800;;;;20
255.21;00:04:15.210;;;;23
255.24;00:04:15.240;;;;29
255.24;00:04:15.240;;;;29
255.80;00:04:15.800;;;;10
255.83;00:04:15.830;;;;20
256.03;00:04:16.030;;;;10
256.03;00:04:16.030;;;;10
256.58;00:04:16.580;;;;18
256.65;00:04:16.650;;;;10
256.68;00:04:16.680;;;;10
256.71;00:04:16.710;;;;10
256.71;00:04:16.710;;;;10
256.83;00:04:16.830;;;;9
256.88;00:04:16.880;;;;30
256.88;00:04:16.880;;;;30
256.91;00:04:16.910;;;;30
257.30;00:04:17.300;;;;20
257.35;00:04:17.350;;;;30
257.35;00:04:17.350;;;;30
257.47;00:04:17.470;;;;10
257.47;00:04:17.470;;;;10
257.50;00:04:17.500;;;;10
257.50;00:04:17.500;;;;10
257.68;00:04:17.680;;;;10
257.68;00:04:17.680;;;;10
257.74;00:04:17.740;;;;20
257.74;00:04:17.740;;;;20
257.77;00:04:17.770;;;;30
257.80;00:04:17.800;;;;30
257.80;00:04:17.800;;;;11
257.83;00:04:17.830;;;;10
257.88;00:04:17.880;;;;30
258.00;00:04:18.000;;;;10
258.05;00:04:18.050;;;;10
258.05;00:04:18.050;;;;10
258.08;00:04:18.080;;;;20
258.08;00:04:18.080;;;;20
258.11;00:04:18.110;;;;20
258.11;00:04:18.110;;;;21
258.17;00:04:18.170;;;;30
258.20;00:04:18.200;;;;30
258.36;00:04:18.360;;;;10
258.36;00:04:18.360;;;;10
258.39;00:04:18.390;;;;10
258.41;00:04:18.410;;;;10
258.52;00:04:18.520;;;;20
258.52;00:04:18.520;;;;20
258.54;00:04:18.540;;;;10
258.65;00:04:18.650;;;;30
258.65;00:04:18.650;;;;30
258.67;00:04:18.670;;;;30
258.73;00:04:18.730;;;;30
258.73;00:04:18.730;;;;30
258.80;00:04:18.800;;;;20
258.80;00:04:18.800;;;;20
258.89;00:04:18.890;;;;30
258.89;00:04:18.890;;;;30
258.96;00:04:18.960;;;;13
258.96;00:04:18.960;;;;13
258.99;00:04:18.990;;;;28
258.99;00:04:18.990;;;;22
259.01;00:04:19.010;;;;39
259.01;00:04:19.010;;;;11
259.04;00:04:19.040;;;;40
259.04;00:04:19.040;;;;21
259.09;00:04:19.090;;;;22
259.17;00:04:19.170;;;;30
