Chrono;Time;MIDS Status;DLIP Saturation;TDH029;retard (ms)
119.0342;00:01:59.034;;;;13
119.0346;00:01:59.034;;;;13
119.0464;00:01:59.046;;;;7
119.0468;00:01:59.046;;;;7
119.0543;00:01:59.054;;;;13
119.0546;00:01:59.054;;;;13
119.0664;00:01:59.066;;;;6
119.0668;00:01:59.066;;;;6
119.0743;00:01:59.074;;;;13
119.0747;00:01:59.074;;;;13
119.0865;00:01:59.086;;;;6
119.0870;00:01:59.087;;;;6
119.0944;00:01:59.094;;;;13
119.0948;00:01:59.094;;;;13
119.1066;00:01:59.106;;;;6
119.1071;00:01:59.107;;;;6
119.1145;00:01:59.114;;;;13
119.1150;00:01:59.115;;;;13
119.1267;00:01:59.126;;;;7
119.1271;00:01:59.127;;;;7
119.1346;00:01:59.134;;;;13
119.1350;00:01:59.135;;;;13
119.1468;00:01:59.146;;;;7
119.1472;00:01:59.147;;;;7
119.1547;00:01:59.154;;;;13
119.1550;00:01:59.155;;;;13
119.1669;00:01:59.166;;;;7
119.1673;00:01:59.167;;;;6
119.1748;00:01:59.174;;;;13
119.1751;00:01:59.175;;;;13
119.1870;00:01:59.187;;;;7
119.1874;00:01:59.187;;;;7
119.1949;00:01:59.194;;;;13
119.1953;00:01:59.195;;;;13
119.2071;00:01:59.207;;;;7
119.2075;00:01:59.207;;;;7
119.2150;00:01:59.215;;;;13
119.2153;00:01:59.215;;;;13
119.2271;00:01:59.227;;;;7
119.2276;00:01:59.227;;;;7
119.2350;00:01:59.235;;;;13
119.2354;00:01:59.235;;;;13
119.2472;00:01:59.247;;;;7
119.2476;00:01:59.247;;;;7
119.2551;00:01:59.255;;;;13
119.2555;00:01:59.255;;;;13
119.2673;00:01:59.267;;;;7
119.2677;00:01:59.267;;;;7
119.2752;00:01:59.275;;;;13
119.2755;00:01:59.275;;;;13
119.2874;00:01:59.287;;;;7
119.2878;00:01:59.287;;;;7
119.2953;00:01:59.295;;;;13
119.2957;00:01:59.295;;;;13
119.3075;00:01:59.307;;;;7
119.3079;00:01:59.307;;;;7
119.3154;00:01:59.315;;;;13
119.3157;00:01:59.315;;;;13
119.3275;00:01:59.327;;;;7
119.3280;00:01:59.328;;;;7
119.3354;00:01:59.335;;;;13
119.3358;00:01:59.335;;;;13
119.3476;00:01:59.347;;;;7
119.3481;00:01:59.348;;;;7
119.3555;00:01:59.355;;;;13
119.3559;00:01:59.355;;;;13
119.3677;00:01:59.367;;;;7
119.3682;00:01:59.368;;;;7
119.3756;00:01:59.375;;;;13
119.3760;00:01:59.376;;;;13
119.3878;00:01:59.387;;;;7
119.3883;00:01:59.388;;;;7
119.3957;00:01:59.395;;;;13
119.3961;00:01:59.396;;;;13
119.4079;00:01:59.407;;;;7
119.4084;00:01:59.408;;;;7
119.4158;00:01:59.415;;;;13
119.4162;00:01:59.416;;;;13
119.4280;00:01:59.428;;;;7
119.4284;00:01:59.428;;;;7
119.4359;00:01:59.435;;;;13
119.4363;00:01:59.436;;;;13
119.4481;00:01:59.448;;;;7
119.4485;00:01:59.448;;;;7
119.4560;00:01:59.456;;;;13
119.4563;00:01:59.456;;;;13
119.4681;00:01:59.468;;;;7
119.4685;00:01:59.468;;;;7
119.4760;00:01:59.476;;;;13
119.4763;00:01:59.476;;;;13
119.4883;00:01:59.488;;;;7
119.4887;00:01:59.488;;;;7
119.4962;00:01:59.496;;;;13
119.4965;00:01:59.496;;;;13
119.5084;00:01:59.508;;;;7
119.5088;00:01:59.508;;;;7
119.5162;00:01:59.516;;;;13
119.5166;00:01:59.516;;;;13
119.5284;00:01:59.528;;;;7
119.5288;00:01:59.528;;;;7
119.5363;00:01:59.536;;;;13
119.5366;00:01:59.536;;;;12
119.5484;00:01:59.548;;;;7
119.5488;00:01:59.548;;;;7
119.5564;00:01:59.556;;;;13
119.5567;00:01:59.556;;;;13
119.5685;00:01:59.568;;;;7
119.5690;00:01:59.569;;;;7
119.5764;00:01:59.576;;;;13
119.5768;00:01:59.576;;;;13
119.5886;00:01:59.588;;;;7
119.5891;00:01:59.589;;;;7
119.5965;00:01:59.596;;;;13
119.5969;00:01:59.596;;;;13
119.6087;00:01:59.608;;;;7
119.6092;00:01:59.609;;;;7
119.6166;00:01:59.616;;;;13
119.6170;00:01:59.617;;;;13
119.6287;00:01:59.628;;;;7
119.6291;00:01:59.629;;;;7
119.6366;00:01:59.636;;;;13
119.6370;00:01:59.637;;;;12
119.6488;00:01:59.648;;;;7
119.6492;00:01:59.649;;;;7
119.6567;00:01:59.656;;;;13
119.6571;00:01:59.657;;;;12
119.6689;00:01:59.668;;;;7
119.6694;00:01:59.669;;;;7
119.6768;00:01:59.676;;;;13
119.6772;00:01:59.677;;;;12
119.6890;00:01:59.689;;;;7
119.6894;00:01:59.689;;;;7
119.6969;00:01:59.696;;;;13
119.6973;00:01:59.697;;;;12
119.7090;00:01:59.709;;;;7
119.7094;00:01:59.709;;;;7
119.7170;00:01:59.717;;;;12
119.7173;00:01:59.717;;;;12
119.7291;00:01:59.729;;;;7
119.7295;00:01:59.729;;;;7
119.7370;00:01:59.737;;;;13
119.7374;00:01:59.737;;;;12
119.7492;00:01:59.749;;;;7
119.7496;00:01:59.749;;;;7
119.7571;00:01:59.757;;;;12
119.7575;00:01:59.757;;;;12
119.7693;00:01:59.769;;;;7
119.7697;00:01:59.769;;;;7
119.7771;00:01:59.777;;;;12
119.7775;00:01:59.777;;;;12
119.7894;00:01:59.789;;;;7
119.7897;00:01:59.789;;;;7
119.7973;00:01:59.797;;;;13
119.7976;00:01:59.797;;;;12
119.8094;00:01:59.809;;;;7
119.8098;00:01:59.809;;;;7
119.8173;00:01:59.817;;;;12
119.8177;00:01:59.817;;;;12
119.8292;00:01:59.829;;;;7
119.8293;00:01:59.829;;;;7
119.8371;00:01:59.837;;;;13
119.8372;00:01:59.837;;;;13
119.8493;00:01:59.849;;;;7
119.8494;00:01:59.849;;;;7
119.8572;00:01:59.857;;;;13
119.8573;00:01:59.857;;;;12
119.8694;00:01:59.869;;;;7
119.8695;00:01:59.869;;;;7
119.8773;00:01:59.877;;;;12
119.8774;00:01:59.877;;;;12
119.8895;00:01:59.889;;;;7
119.8896;00:01:59.889;;;;7
119.8974;00:01:59.897;;;;12
119.8975;00:01:59.897;;;;12
119.9096;00:01:59.909;;;;7
119.9097;00:01:59.909;;;;7
119.9175;00:01:59.917;;;;12
119.9175;00:01:59.917;;;;12
119.9297;00:01:59.929;;;;7
119.9298;00:01:59.929;;;;7
119.9376;00:01:59.937;;;;12
119.9376;00:01:59.937;;;;12
119.9498;00:01:59.949;;;;7
119.9498;00:01:59.949;;;;7
119.9576;00:01:59.957;;;;12
119.9577;00:01:59.957;;;;12
119.9698;00:01:59.969;;;;7
119.9699;00:01:59.969;;;;7
119.9777;00:01:59.977;;;;12
119.9778;00:01:59.977;;;;12
119.9900;00:01:59.990;;;;7
119.9900;00:01:59.990;;;;7
119.9978;00:01:59.997;;;;12
119.9979;00:01:59.997;;;;12
120.0100;00:02:0.010;;;;7
120.0101;00:02:0.010;;;;7
120.0179;00:02:0.017;;;;13
120.0180;00:02:0.018;;;;13
120.0301;00:02:0.030;;;;7
120.0302;00:02:0.030;;;;7
120.0380;00:02:0.037;;;;13
120.0381;00:02:0.038;;;;13
120.0502;00:02:0.050;;;;7
120.0502;00:02:0.050;;;;7
120.0581;00:02:0.058;;;;12
120.0581;00:02:0.058;;;;12
120.0702;00:02:0.070;;;;7
120.0703;00:02:0.070;;;;7
120.0781;00:02:0.078;;;;12
120.0782;00:02:0.078;;;;12
120.0903;00:02:0.090;;;;7
120.0904;00:02:0.090;;;;7
120.0982;00:02:0.098;;;;12
120.0983;00:02:0.098;;;;12
120.1104;00:02:0.110;;;;7
120.1105;00:02:0.110;;;;7
120.1183;00:02:0.118;;;;12
120.1184;00:02:0.118;;;;12
120.1305;00:02:0.130;;;;7
120.1306;00:02:0.130;;;;7
120.1384;00:02:0.138;;;;12
120.1385;00:02:0.138;;;;12
120.1506;00:02:0.150;;;;7
120.1506;00:02:0.150;;;;7
120.1585;00:02:0.158;;;;12
120.1586;00:02:0.158;;;;12
120.1706;00:02:0.170;;;;7
120.1707;00:02:0.170;;;;7
120.1786;00:02:0.178;;;;12
120.1786;00:02:0.178;;;;12
120.1907;00:02:0.190;;;;7
120.1908;00:02:0.190;;;;7
120.1987;00:02:0.198;;;;12
120.1987;00:02:0.198;;;;12
120.2108;00:02:0.210;;;;7
120.2109;00:02:0.210;;;;7
120.2187;00:02:0.218;;;;12
120.2188;00:02:0.218;;;;12
120.2309;00:02:0.230;;;;7
120.2310;00:02:0.230;;;;7
120.2388;00:02:0.238;;;;12
120.2389;00:02:0.238;;;;12
120.2510;00:02:0.251;;;;7
120.2511;00:02:0.251;;;;7
120.2589;00:02:0.258;;;;12
120.2590;00:02:0.259;;;;13
120.2711;00:02:0.271;;;;7
120.2711;00:02:0.271;;;;7
120.2790;00:02:0.278;;;;13
120.2791;00:02:0.279;;;;13
120.2912;00:02:0.291;;;;7
120.2912;00:02:0.291;;;;7
120.2991;00:02:0.299;;;;12
120.2992;00:02:0.299;;;;12
120.3112;00:02:0.311;;;;8
120.3113;00:02:0.311;;;;7
120.3192;00:02:0.319;;;;12
120.3192;00:02:0.319;;;;12
120.3313;00:02:0.331;;;;8
120.3314;00:02:0.331;;;;8
120.3393;00:02:0.339;;;;12
120.3393;00:02:0.339;;;;12
120.3514;00:02:0.351;;;;8
120.3515;00:02:0.351;;;;8
120.3594;00:02:0.359;;;;12
120.3595;00:02:0.359;;;;13
120.3715;00:02:0.371;;;;8
120.3716;00:02:0.371;;;;8
120.3794;00:02:0.379;;;;12
120.3795;00:02:0.379;;;;12
120.3916;00:02:0.391;;;;8
120.3917;00:02:0.391;;;;8
120.3995;00:02:0.399;;;;12
120.3996;00:02:0.399;;;;12
120.4117;00:02:0.411;;;;8
120.4117;00:02:0.411;;;;8
120.4196;00:02:0.419;;;;12
120.4197;00:02:0.419;;;;12
120.4317;00:02:0.431;;;;8
120.4318;00:02:0.431;;;;8
120.4397;00:02:0.439;;;;13
120.4398;00:02:0.439;;;;13
120.4518;00:02:0.451;;;;8
120.4519;00:02:0.451;;;;8
120.4598;00:02:0.459;;;;12
120.4598;00:02:0.459;;;;12
120.4719;00:02:0.471;;;;8
120.4720;00:02:0.471;;;;8
120.4798;00:02:0.479;;;;12
120.4799;00:02:0.479;;;;12
120.4920;00:02:0.492;;;;8
120.4921;00:02:0.492;;;;8
120.4999;00:02:0.499;;;;12
120.5000;00:02:0.500;;;;12
120.5121;00:02:0.512;;;;8
120.5122;00:02:0.512;;;;8
120.5200;00:02:0.519;;;;12
120.5201;00:02:0.520;;;;12
120.5322;00:02:0.532;;;;8
120.5322;00:02:0.532;;;;8
120.5401;00:02:0.540;;;;12
120.5402;00:02:0.540;;;;12
120.5522;00:02:0.552;;;;8
120.5523;00:02:0.552;;;;8
120.5602;00:02:0.560;;;;12
120.5602;00:02:0.560;;;;12
120.5723;00:02:0.572;;;;8
120.5724;00:02:0.572;;;;8
120.5803;00:02:0.580;;;;12
120.5803;00:02:0.580;;;;12
120.5924;00:02:0.592;;;;8
120.5925;00:02:0.592;;;;8
120.6003;00:02:0.600;;;;12
120.6004;00:02:0.600;;;;12
120.6125;00:02:0.612;;;;8
120.6125;00:02:0.612;;;;8
120.6204;00:02:0.620;;;;12
120.6205;00:02:0.620;;;;12
120.6325;00:02:0.632;;;;8
120.6326;00:02:0.632;;;;8
120.6405;00:02:0.640;;;;12
120.6406;00:02:0.640;;;;12
120.6526;00:02:0.652;;;;8
120.6527;00:02:0.652;;;;8
120.6606;00:02:0.660;;;;12
120.6607;00:02:0.660;;;;12
120.6727;00:02:0.672;;;;8
120.6728;00:02:0.672;;;;8
120.6807;00:02:0.680;;;;12
120.6808;00:02:0.680;;;;12
120.6928;00:02:0.692;;;;8
120.6929;00:02:0.692;;;;8
120.7008;00:02:0.700;;;;12
120.7008;00:02:0.700;;;;12
120.7129;00:02:0.712;;;;8
120.7130;00:02:0.712;;;;8
120.7209;00:02:0.720;;;;12
120.7210;00:02:0.721;;;;12
120.7330;00:02:0.733;;;;8
120.7331;00:02:0.733;;;;8
120.7409;00:02:0.740;;;;12
120.7411;00:02:0.741;;;;12
120.7531;00:02:0.753;;;;8
120.7531;00:02:0.753;;;;8
120.7610;00:02:0.760;;;;12
120.7611;00:02:0.761;;;;12
120.7732;00:02:0.773;;;;8
120.7732;00:02:0.773;;;;8
120.7811;00:02:0.781;;;;12
120.7812;00:02:0.781;;;;12
120.7932;00:02:0.793;;;;8
120.7933;00:02:0.793;;;;8
120.8012;00:02:0.801;;;;12
120.8013;00:02:0.801;;;;12
120.8133;00:02:0.813;;;;8
120.8134;00:02:0.813;;;;8
120.8213;00:02:0.821;;;;12
120.8214;00:02:0.821;;;;12
120.8334;00:02:0.833;;;;8
120.8335;00:02:0.833;;;;8
120.8414;00:02:0.841;;;;12
120.8414;00:02:0.841;;;;12
120.8535;00:02:0.853;;;;8
120.8535;00:02:0.853;;;;8
120.8614;00:02:0.861;;;;12
120.8615;00:02:0.861;;;;12
120.8735;00:02:0.873;;;;8
120.8736;00:02:0.873;;;;8
120.8815;00:02:0.881;;;;12
120.8816;00:02:0.881;;;;12
120.8936;00:02:0.893;;;;8
120.8937;00:02:0.893;;;;8
120.9016;00:02:0.901;;;;12
120.9017;00:02:0.901;;;;12
120.9137;00:02:0.913;;;;8
120.9138;00:02:0.913;;;;8
120.9217;00:02:0.921;;;;12
120.9218;00:02:0.921;;;;12
120.9338;00:02:0.933;;;;8
120.9339;00:02:0.933;;;;8
120.9418;00:02:0.941;;;;12
120.9419;00:02:0.941;;;;12
120.9539;00:02:0.953;;;;8
120.9540;00:02:0.953;;;;8
120.9618;00:02:0.961;;;;12
120.9619;00:02:0.961;;;;12
120.9740;00:02:0.974;;;;8
120.9741;00:02:0.974;;;;8
120.9819;00:02:0.981;;;;12
120.9820;00:02:0.981;;;;12
120.9941;00:02:0.994;;;;8
120.9941;00:02:0.994;;;;8
121.0020;00:02:1.002;;;;12
121.0021;00:02:1.002;;;;12
121.0141;00:02:1.014;;;;8
121.0142;00:02:1.014;;;;8
121.0221;00:02:1.022;;;;12
121.0221;00:02:1.022;;;;12
121.0342;00:02:1.034;;;;8
121.0343;00:02:1.034;;;;8
121.0421;00:02:1.042;;;;12
121.0422;00:02:1.042;;;;12
121.0542;00:02:1.054;;;;8
121.0543;00:02:1.054;;;;8
121.0622;00:02:1.062;;;;12
121.0623;00:02:1.062;;;;12
121.0743;00:02:1.074;;;;8
121.0744;00:02:1.074;;;;8
121.0823;00:02:1.082;;;;12
121.0824;00:02:1.082;;;;12
121.0944;00:02:1.094;;;;8
121.0945;00:02:1.094;;;;8
121.1024;00:02:1.102;;;;12
121.1025;00:02:1.102;;;;12
121.1145;00:02:1.114;;;;8
121.1146;00:02:1.114;;;;8
121.1225;00:02:1.122;;;;12
121.1226;00:02:1.122;;;;12
121.1346;00:02:1.134;;;;8
121.1347;00:02:1.134;;;;8
121.1426;00:02:1.142;;;;12
121.1426;00:02:1.142;;;;12
121.1547;00:02:1.154;;;;8
121.1547;00:02:1.154;;;;8
121.1627;00:02:1.162;;;;12
121.1627;00:02:1.162;;;;12
121.1748;00:02:1.174;;;;8
121.1748;00:02:1.174;;;;8
121.1827;00:02:1.182;;;;12
121.1828;00:02:1.182;;;;12
121.1948;00:02:1.194;;;;8
121.1949;00:02:1.194;;;;8
121.2028;00:02:1.202;;;;12
121.2029;00:02:1.202;;;;12
130.4347;00:02:10.434;;;;11
130.4350;00:02:10.435;;;;11
130.4425;00:02:10.442;;;;11
130.4428;00:02:10.442;;;;11
130.4546;00:02:10.454;;;;11
130.4550;00:02:10.455;;;;11
130.4625;00:02:10.462;;;;11
130.4629;00:02:10.462;;;;11
130.4747;00:02:10.474;;;;11
130.4751;00:02:10.475;;;;11
130.4826;00:02:10.482;;;;11
130.4830;00:02:10.483;;;;11
130.4948;00:02:10.494;;;;11
130.4952;00:02:10.495;;;;11
130.5027;00:02:10.502;;;;11
130.5030;00:02:10.503;;;;11
130.5149;00:02:10.514;;;;11
130.5153;00:02:10.515;;;;11
130.5228;00:02:10.522;;;;11
130.5232;00:02:10.523;;;;11
130.5350;00:02:10.535;;;;11
130.5354;00:02:10.535;;;;11
130.5429;00:02:10.542;;;;11
130.5433;00:02:10.543;;;;11
130.5551;00:02:10.555;;;;11
130.5554;00:02:10.555;;;;11
130.5629;00:02:10.562;;;;11
130.5633;00:02:10.563;;;;11
130.5752;00:02:10.575;;;;11
130.5755;00:02:10.575;;;;11
130.5831;00:02:10.583;;;;11
130.5834;00:02:10.583;;;;11
130.5952;00:02:10.595;;;;11
130.5955;00:02:10.595;;;;11
130.6031;00:02:10.603;;;;11
130.6033;00:02:10.603;;;;11
130.6153;00:02:10.615;;;;11
130.6157;00:02:10.615;;;;11
130.6232;00:02:10.623;;;;11
130.6236;00:02:10.623;;;;11
130.6354;00:02:10.635;;;;11
130.6358;00:02:10.635;;;;11
130.6433;00:02:10.643;;;;11
130.6437;00:02:10.643;;;;11
130.6555;00:02:10.655;;;;11
130.6558;00:02:10.655;;;;11
130.6634;00:02:10.663;;;;11
130.6637;00:02:10.663;;;;11
130.6756;00:02:10.675;;;;11
130.6759;00:02:10.675;;;;11
130.6834;00:02:10.683;;;;11
130.6838;00:02:10.683;;;;11
130.6956;00:02:10.695;;;;11
130.6959;00:02:10.695;;;;11
130.7035;00:02:10.703;;;;11
130.7039;00:02:10.703;;;;11
130.7157;00:02:10.715;;;;11
130.7161;00:02:10.716;;;;11
130.7236;00:02:10.723;;;;11
130.7240;00:02:10.724;;;;11
130.7358;00:02:10.735;;;;11
130.7362;00:02:10.736;;;;11
130.7437;00:02:10.743;;;;11
130.7440;00:02:10.744;;;;11
130.7559;00:02:10.755;;;;11
130.7563;00:02:10.756;;;;11
130.7637;00:02:10.763;;;;11
130.7641;00:02:10.764;;;;11
130.7760;00:02:10.776;;;;11
130.7763;00:02:10.776;;;;11
130.7839;00:02:10.783;;;;11
130.7842;00:02:10.784;;;;11
130.7960;00:02:10.796;;;;11
130.7963;00:02:10.796;;;;11
130.8039;00:02:10.803;;;;11
130.8042;00:02:10.804;;;;11
130.8162;00:02:10.816;;;;11
130.8165;00:02:10.816;;;;11
130.8241;00:02:10.824;;;;11
130.8244;00:02:10.824;;;;11
130.8363;00:02:10.836;;;;11
130.8366;00:02:10.836;;;;11
130.8441;00:02:10.844;;;;11
130.8444;00:02:10.844;;;;11
130.8563;00:02:10.856;;;;11
130.8567;00:02:10.856;;;;11
130.8642;00:02:10.864;;;;11
130.8646;00:02:10.864;;;;11
130.8764;00:02:10.876;;;;11
130.8766;00:02:10.876;;;;11
130.8843;00:02:10.884;;;;11
130.8847;00:02:10.884;;;;11
130.8965;00:02:10.896;;;;11
130.8967;00:02:10.896;;;;11
130.9043;00:02:10.904;;;;11
130.9048;00:02:10.904;;;;11
130.9166;00:02:10.916;;;;11
130.9170;00:02:10.917;;;;11
130.9244;00:02:10.924;;;;11
130.9248;00:02:10.924;;;;11
130.9365;00:02:10.936;;;;11
130.9367;00:02:10.936;;;;10
130.9443;00:02:10.944;;;;11
130.9445;00:02:10.944;;;;10
130.9566;00:02:10.956;;;;11
130.9568;00:02:10.956;;;;10
130.9644;00:02:10.964;;;;11
130.9646;00:02:10.964;;;;10
130.9769;00:02:10.976;;;;11
130.9771;00:02:10.977;;;;11
130.9845;00:02:10.984;;;;11
130.9847;00:02:10.984;;;;10
130.9970;00:02:10.997;;;;11
130.9973;00:02:10.997;;;;11
131.0046;00:02:11.004;;;;11
131.0050;00:02:11.005;;;;11
131.0168;00:02:11.016;;;;11
131.0171;00:02:11.017;;;;10
131.0247;00:02:11.024;;;;11
131.0249;00:02:11.024;;;;10
131.0369;00:02:11.036;;;;11
131.0372;00:02:11.037;;;;11
131.0447;00:02:11.044;;;;11
131.0450;00:02:11.045;;;;10
131.0571;00:02:11.057;;;;11
131.0575;00:02:11.057;;;;11
131.0649;00:02:11.064;;;;11
131.0653;00:02:11.065;;;;11
131.0772;00:02:11.077;;;;11
131.0775;00:02:11.077;;;;11
131.0850;00:02:11.085;;;;11
131.0853;00:02:11.085;;;;11
131.0973;00:02:11.097;;;;11
131.0976;00:02:11.097;;;;11
131.1051;00:02:11.105;;;;11
131.1054;00:02:11.105;;;;11
131.1173;00:02:11.117;;;;11
131.1177;00:02:11.117;;;;11
131.1252;00:02:11.125;;;;11
131.1255;00:02:11.125;;;;11
131.1375;00:02:11.137;;;;11
131.1378;00:02:11.137;;;;11
131.1452;00:02:11.145;;;;11
131.1455;00:02:11.145;;;;11
131.1575;00:02:11.157;;;;11
131.1579;00:02:11.157;;;;11
131.1653;00:02:11.165;;;;11
131.1656;00:02:11.165;;;;11
131.1776;00:02:11.177;;;;11
131.1780;00:02:11.178;;;;11
131.1854;00:02:11.185;;;;11
131.1857;00:02:11.185;;;;11
131.1977;00:02:11.197;;;;11
131.1981;00:02:11.198;;;;11
131.2055;00:02:11.205;;;;11
131.2057;00:02:11.205;;;;11
131.2178;00:02:11.217;;;;11
131.2181;00:02:11.218;;;;11
131.2255;00:02:11.225;;;;11
131.2258;00:02:11.225;;;;10
131.2379;00:02:11.237;;;;11
131.2382;00:02:11.238;;;;11
131.2456;00:02:11.245;;;;11
131.2459;00:02:11.245;;;;11
131.2581;00:02:11.258;;;;11
131.2586;00:02:11.258;;;;11
131.2657;00:02:11.265;;;;11
131.2661;00:02:11.266;;;;11
131.2781;00:02:11.278;;;;11
131.2785;00:02:11.278;;;;11
131.2858;00:02:11.285;;;;11
131.2861;00:02:11.286;;;;11
131.2982;00:02:11.298;;;;11
131.2985;00:02:11.298;;;;11
131.3058;00:02:11.305;;;;11
131.3062;00:02:11.306;;;;11
131.3182;00:02:11.318;;;;11
131.3186;00:02:11.318;;;;11
131.3260;00:02:11.326;;;;11
131.3263;00:02:11.326;;;;11
131.3383;00:02:11.338;;;;11
131.3387;00:02:11.338;;;;11
131.3460;00:02:11.346;;;;11
131.3464;00:02:11.346;;;;11
131.3584;00:02:11.358;;;;11
131.3587;00:02:11.358;;;;11
131.3661;00:02:11.366;;;;11
131.3665;00:02:11.366;;;;11
131.3785;00:02:11.378;;;;11
131.3789;00:02:11.378;;;;11
131.3862;00:02:11.386;;;;11
131.3866;00:02:11.386;;;;11
131.3986;00:02:11.398;;;;11
131.3990;00:02:11.399;;;;11
131.4063;00:02:11.406;;;;11
131.4067;00:02:11.406;;;;11
131.4187;00:02:11.418;;;;11
131.4191;00:02:11.419;;;;11
131.4263;00:02:11.426;;;;11
131.4267;00:02:11.426;;;;11
131.4387;00:02:11.438;;;;11
131.4391;00:02:11.439;;;;11
131.4464;00:02:11.446;;;;11
131.4468;00:02:11.446;;;;11
131.4589;00:02:11.458;;;;11
131.4593;00:02:11.459;;;;11
131.4665;00:02:11.466;;;;11
131.4668;00:02:11.466;;;;11
131.4789;00:02:11.478;;;;11
131.4793;00:02:11.479;;;;11
131.4866;00:02:11.486;;;;11
131.4870;00:02:11.487;;;;11
131.4991;00:02:11.499;;;;11
131.4996;00:02:11.499;;;;11
131.5067;00:02:11.506;;;;11
131.5070;00:02:11.507;;;;11
131.5192;00:02:11.519;;;;11
131.5197;00:02:11.519;;;;11
131.5268;00:02:11.526;;;;11
131.5271;00:02:11.527;;;;11
131.5392;00:02:11.539;;;;11
131.5396;00:02:11.539;;;;11
131.5469;00:02:11.546;;;;11
131.5472;00:02:11.547;;;;11
131.5593;00:02:11.559;;;;11
131.5596;00:02:11.559;;;;11
131.5670;00:02:11.567;;;;11
131.5673;00:02:11.567;;;;11
131.5794;00:02:11.579;;;;11
131.5797;00:02:11.579;;;;11
131.5871;00:02:11.587;;;;11
131.5874;00:02:11.587;;;;11
131.5996;00:02:11.599;;;;11
131.5999;00:02:11.599;;;;11
131.6073;00:02:11.607;;;;11
131.6077;00:02:11.607;;;;11
131.6195;00:02:11.619;;;;11
131.6198;00:02:11.619;;;;11
131.6274;00:02:11.627;;;;11
131.6278;00:02:11.627;;;;11
131.6396;00:02:11.639;;;;11
131.6399;00:02:11.639;;;;11
131.6474;00:02:11.647;;;;11
131.6478;00:02:11.647;;;;11
131.6597;00:02:11.659;;;;11
131.6601;00:02:11.660;;;;11
131.6675;00:02:11.667;;;;11
131.6679;00:02:11.667;;;;11
131.6799;00:02:11.679;;;;11
131.6803;00:02:11.680;;;;11
131.6876;00:02:11.687;;;;11
131.6880;00:02:11.688;;;;11
131.7000;00:02:11.700;;;;11
131.7003;00:02:11.700;;;;11
131.7076;00:02:11.707;;;;11
131.7081;00:02:11.708;;;;11
131.7201;00:02:11.720;;;;11
131.7204;00:02:11.720;;;;11
131.7277;00:02:11.727;;;;11
131.7281;00:02:11.728;;;;11
131.7401;00:02:11.740;;;;11
131.7405;00:02:11.740;;;;11
131.7478;00:02:11.747;;;;11
131.7482;00:02:11.748;;;;11
131.7602;00:02:11.760;;;;11
131.7606;00:02:11.760;;;;11
131.7679;00:02:11.767;;;;11
131.7683;00:02:11.768;;;;11
131.7803;00:02:11.780;;;;11
131.7807;00:02:11.780;;;;11
131.7879;00:02:11.787;;;;11
131.7884;00:02:11.788;;;;11
131.8004;00:02:11.800;;;;11
131.8008;00:02:11.800;;;;11
131.8080;00:02:11.808;;;;11
131.8085;00:02:11.808;;;;11
131.8205;00:02:11.820;;;;11
131.8208;00:02:11.820;;;;11
131.8281;00:02:11.828;;;;11
131.8285;00:02:11.828;;;;11
131.8403;00:02:11.840;;;;11
131.8404;00:02:11.840;;;;11
131.8479;00:02:11.847;;;;11
131.8479;00:02:11.847;;;;11
131.8604;00:02:11.860;;;;11
131.8605;00:02:11.860;;;;11
131.8680;00:02:11.868;;;;11
131.8681;00:02:11.868;;;;11
131.8805;00:02:11.880;;;;11
131.8805;00:02:11.880;;;;11
131.8881;00:02:11.888;;;;11
131.8881;00:02:11.888;;;;11
131.9006;00:02:11.900;;;;11
131.9006;00:02:11.900;;;;11
131.9081;00:02:11.908;;;;11
131.9082;00:02:11.908;;;;11
131.9206;00:02:11.920;;;;11
131.9207;00:02:11.920;;;;11
131.9282;00:02:11.928;;;;11
131.9283;00:02:11.928;;;;11
131.9407;00:02:11.940;;;;11
131.9408;00:02:11.940;;;;11
131.9483;00:02:11.948;;;;11
131.9484;00:02:11.948;;;;11
131.9608;00:02:11.960;;;;11
131.9609;00:02:11.960;;;;11
131.9684;00:02:11.968;;;;11
131.9684;00:02:11.968;;;;11
131.9809;00:02:11.980;;;;11
131.9810;00:02:11.981;;;;11
131.9884;00:02:11.988;;;;11
131.9885;00:02:11.988;;;;11
132.0010;00:02:12.001;;;;11
132.0011;00:02:12.001;;;;11
132.0085;00:02:12.008;;;;11
132.0086;00:02:12.008;;;;11
132.0211;00:02:12.021;;;;11
132.0212;00:02:12.021;;;;11
132.0286;00:02:12.028;;;;11
132.0287;00:02:12.028;;;;11
132.0412;00:02:12.041;;;;11
132.0412;00:02:12.041;;;;11
132.0487;00:02:12.048;;;;11
132.0488;00:02:12.048;;;;11
132.0613;00:02:12.061;;;;11
132.0613;00:02:12.061;;;;11
132.0687;00:02:12.068;;;;11
132.0687;00:02:12.068;;;;11
132.0812;00:02:12.081;;;;11
132.0813;00:02:12.081;;;;11
132.0888;00:02:12.088;;;;11
132.0888;00:02:12.088;;;;11
132.1013;00:02:12.101;;;;11
132.1014;00:02:12.101;;;;11
132.1089;00:02:12.108;;;;11
132.1090;00:02:12.109;;;;11
132.1214;00:02:12.121;;;;11
132.1214;00:02:12.121;;;;11
132.1289;00:02:12.128;;;;11
132.1289;00:02:12.128;;;;11
132.1414;00:02:12.141;;;;11
