Chrono;Time;MIDS Status;DLIP Saturation;TDH079
53.49;00:00:53.490;0,5;0;0,5
53.49;00:00:53.490;;;;40
53.52;00:00:53.520;0,5;0;0,5
53.52;00:00:53.520;;;;67
53.55;00:00:53.550;0,5;0;0,5
53.55;00:00:53.550;;;;49
53.58;00:00:53.580;0,5;0;0,5
53.58;00:00:53.580;;;;79
53.61;00:00:53.610;0,5;0;0,5
53.61;00:00:53.610;;;;108
53.63;00:00:53.630;0,5;0;0,5
53.63;00:00:53.630;;;;127
53.66;00:00:53.660;0,5;0;0,5
53.66;00:00:53.660;;;;130
53.68;00:00:53.680;0,5;0;0,5
53.68;00:00:53.680;;;;148
54.11;00:00:54.110;0,5;0;0,5
54.11;00:00:54.110;;;;30
54.11;00:00:54.110;0,5;0;0,5
54.11;00:00:54.110;;;;30
54.14;00:00:54.140;0,5;0;0,5
54.14;00:00:54.140;;;;59
54.14;00:00:54.140;0,5;0;0,5
54.14;00:00:54.140;;;;59
54.21;00:00:54.210;0,5;0;0,5
54.21;00:00:54.210;;;;127
54.74;00:00:54.740;0,5;0;0,5
54.74;00:00:54.740;;;;23
54.74;00:00:54.740;0,5;0;0,5
54.74;00:00:54.740;;;;23
54.76;00:00:54.760;0,5;0;0,5
54.76;00:00:54.760;;;;41
54.76;00:00:54.760;0,5;0;0,5
54.76;00:00:54.760;;;;42
54.84;00:00:54.840;0,5;0;0,5
54.84;00:00:54.840;;;;120
54.84;00:00:54.840;0,5;0;0,5
54.84;00:00:54.840;;;;121
54.89;00:00:54.890;0,5;0;0,5
54.89;00:00:54.890;;;;169
54.89;00:00:54.890;0,5;0;0,5
54.89;00:00:54.890;;;;169
54.92;00:00:54.920;0,5;0;0,5
54.92;00:00:54.920;;;;198
54.92;00:00:54.920;0,5;0;0,5
54.92;00:00:54.920;;;;198
55.00;00:00:55.000;0,5;0;0,5
55.00;00:00:55.000;;;;276
55.00;00:00:55.000;0,5;0;0,5
55.00;00:00:55.000;;;;277
55.03;00:00:55.030;0,5;0;0,5
55.03;00:00:55.030;;;;305
55.03;00:00:55.030;0,5;0;0,5
55.03;00:00:55.030;;;;305
55.10;00:00:55.100;0,5;0;0,5
55.10;00:00:55.100;;;;374
55.10;00:00:55.100;0,5;0;0,5
55.10;00:00:55.100;;;;374
55.16;00:00:55.160;0,5;0;0,5
55.16;00:00:55.160;;;;432
55.16;00:00:55.160;0,5;0;0,5
55.16;00:00:55.160;;;;433
55.20;00:00:55.200;0,5;0;0,5
55.20;00:00:55.200;;;;471
55.20;00:00:55.200;0,5;0;0,5
55.20;00:00:55.200;;;;472
55.23;00:00:55.230;0,5;0;0,5
55.23;00:00:55.230;;;;500
55.23;00:00:55.230;0,5;0;0,5
55.23;00:00:55.230;;;;500
55.31;00:00:55.310;0,5;0;0,5
55.31;00:00:55.310;;;;579
55.31;00:00:55.310;0,5;0;0,5
55.31;00:00:55.310;;;;579
55.36;00:00:55.360;0,5;0;0,5
55.36;00:00:55.360;;;;627
55.36;00:00:55.360;0,5;0;0,5
55.36;00:00:55.360;;;;628
55.38;00:00:55.380;0,5;0;0,5
55.38;00:00:55.380;;;;646
55.38;00:00:55.380;0,5;0;0,5
55.38;00:00:55.380;;;;438
55.41;00:00:55.410;0,5;0;0,5
55.41;00:00:55.410;;;;465
55.41;00:00:55.410;0,5;0;0,5
55.41;00:00:55.410;;;;61
55.50;00:00:55.500;0,5;0;0,5
55.50;00:00:55.500;;;;149
55.50;00:00:55.500;0,5;0;0,5
55.50;00:00:55.500;;;;150
55.53;00:00:55.530;0,5;0;0,5
55.53;00:00:55.530;;;;177
55.53;00:00:55.530;0,5;0;0,5
55.53;00:00:55.530;;;;177
55.61;00:00:55.610;0,5;0;0,5
55.61;00:00:55.610;;;;256
55.61;00:00:55.610;0,5;0;0,5
55.61;00:00:55.610;;;;229
55.64;00:00:55.640;0,5;0;0,5
55.64;00:00:55.640;;;;257
55.67;00:00:55.670;0,5;0;0,5
55.67;00:00:55.670;;;;286
55.69;00:00:55.690;0,5;0;0,5
55.69;00:00:55.690;;;;306
55.71;00:00:55.710;0,5;0;0,5
55.71;00:00:55.710;;;;325
55.71;00:00:55.710;0,5;0;0,5
55.71;00:00:55.710;;;;325
55.73;00:00:55.730;0,5;0;0,5
55.73;00:00:55.730;;;;344
55.79;00:00:55.790;0,5;0;0,5
55.79;00:00:55.790;;;;403
55.82;00:00:55.820;0,5;0;0,5
55.82;00:00:55.820;;;;433
55.85;00:00:55.850;0,5;0;0,5
55.85;00:00:55.850;;;;462
55.88;00:00:55.880;0,5;0;0,5
55.88;00:00:55.880;;;;491
55.91;00:00:55.910;0,5;0;0,5
55.91;00:00:55.910;;;;520
55.94;00:00:55.940;0,5;0;0,5
55.94;00:00:55.940;;;;550
55.97;00:00:55.970;0,5;0;0,5
55.97;00:00:55.970;;;;580
55.99;00:00:55.990;0,5;0;0,5
55.99;00:00:55.990;;;;598
56.02;00:00:56.020;0,5;0;0,5
56.02;00:00:56.020;;;;628
56.04;00:00:56.040;0,5;0;0,5
56.04;00:00:56.040;;;;646
56.04;00:00:56.040;0,5;0;0,5
56.04;00:00:56.040;;;;647
56.07;00:00:56.070;0,5;0;0,5
56.07;00:00:56.070;;;;676
56.12;00:00:56.120;0,5;0;0,5
56.12;00:00:56.120;;;;725
56.15;00:00:56.150;0,5;0;0,5
56.15;00:00:56.150;;;;755
56.17;00:00:56.170;0,5;0;0,5
56.17;00:00:56.170;;;;773
56.20;00:00:56.200;0,5;0;0,5
56.20;00:00:56.200;;;;803
56.23;00:00:56.230;0,5;0;0,5
56.23;00:00:56.230;;;;832
56.25;00:00:56.250;0,5;0;0,5
56.25;00:00:56.250;;;;851
56.25;00:00:56.250;0,5;0;0,5
56.25;00:00:56.250;;;;851
56.28;00:00:56.280;0,5;0;0,5
56.28;00:00:56.280;;;;880
56.33;00:00:56.330;0,5;0;0,5
56.33;00:00:56.330;;;;930
56.35;00:00:56.350;0,5;0;0,5
56.35;00:00:56.350;;;;949
56.38;00:00:56.380;0,5;0;0,5
56.38;00:00:56.380;;;;978
56.40;00:00:56.400;0,5;0;0,5
56.40;00:00:56.400;;;;998
56.40;00:00:56.400;0,5;0;0,5
56.40;00:00:56.400;;;;998
56.43;00:00:56.430;0,5;0;0,5
56.43;00:00:56.430;;;;1027
56.48;00:00:56.480;0,5;1;0,5
56.48;00:00:56.480;;;;1076
56.51;00:00:56.510;0,5;1;0,5
56.51;00:00:56.510;;;;1105
56.53;00:00:56.530;0,5;1;0,5
56.53;00:00:56.530;;;;1124
56.56;00:00:56.560;0,5;1;0,5
56.56;00:00:56.560;;;;1154
56.58;00:00:56.580;0,5;1;0,5
56.58;00:00:56.580;;;;1173
56.58;00:00:56.580;0,5;1;0,5
56.58;00:00:56.580;;;;1174
56.64;00:00:56.640;0,5;1;0,5
