write_delta_time;write_delta_data;write_debit
0.00200000000000244;18;17999.999999978
0.00209999999999866;18;17142.8571428681
0.00189999999999912;18;18947.3684210614
0.0127000000000024;47;7401.57480314822
0.00659999999999883;47;14242.4242424268
0.00229999999999819;47;40869.5652174234
0.00220000000000198;47;42727.2727272343
0.00189999999999912;18;18947.3684210614
0.00220000000000198;18;16363.6363636217
0.00199999999999889;18;18000.00000001
0.00189999999999912;18;18947.3684210614
0.0106999999999999;47;8785.04672897202
0.000900000000001455;47;104444.444444276
0.0063999999999993;47;14687.5000000016
0.00199999999999889;47;47000.000000026
0.00200000000000244;18;17999.999999978
0.00189999999999912;18;18947.3684210614
0.00399999999999778;18;9000.00000000499
0.00230000000000175;18;15652.1739130316
0.0106000000000002;47;8867.92452830175
0.000900000000001455;47;104444.444444276
0.0063999999999993;47;14687.5000000016
0.00199999999999889;47;47000.000000026
0.00270000000000081;18;13333.3333333293
0.00229999999999819;18;15652.1739130558
0.00210000000000221;18;17142.8571428391
0.00189999999999912;18;18947.3684210614
0.0117000000000012;47;8034.18803418724
0.00689999999999813;47;13623.1884058008
0.00240000000000151;47;39166.666666642
0.00219999999999843;47;42727.2727273033
0.00220000000000198;18;16363.6363636217
0.00199999999999889;18;18000.00000001
0.00199999999999889;18;18000.00000001
0.00189999999999912;18;18947.3684210614
0.0105000000000004;47;8952.38095238061
0.000800000000001688;47;117499.999999752
0.00659999999999883;47;14242.4242424268
0.00189999999999912;47;49473.6842105491
0.00200000000000244;18;17999.999999978
0.00189999999999912;18;18947.3684210614
0.0046999999999997;18;7659.57446808559
0.00400000000000134;18;8999.999999997
0.00789999999999935;47;11898.7341772162
0.000900000000001455;47;104444.444444276
0.0063999999999993;47;14687.5000000016
0.00209999999999866;47;44761.9047619334
0.00189999999999912;18;18947.3684210614
0.00190000000000268;18;18947.3684210259
0.00209999999999866;18;17142.8571428681
0.00189999999999912;18;18947.3684210614
0.0131000000000014;47;7175.57251908318
0.00649999999999906;47;14461.5384615405
0.00230000000000175;47;40869.5652173603
0.00219999999999843;47;42727.2727273033
0.00219999999999843;18;16363.6363636481
0.00250000000000128;18;14399.9999999926
0.00199999999999889;18;18000.00000001
0.00190000000000268;18;18947.3684210259
0.0102999999999973;47;9126.21359223539
0.000800000000001688;47;117499.999999752
0.0063999999999993;47;14687.5000000016
0.00199999999999889;47;47000.000000026
0.00190000000000268;18;18947.3684210259
0.00199999999999889;18;18000.00000001
0.00199999999999889;18;18000.00000001
0.00200000000000244;18;17999.999999978
0.0129999999999981;47;7230.76923077027
0.00690000000000168;47;13623.1884057938
0.00199999999999889;47;47000.000000026
0.00199999999999889;47;47000.000000026
0.00190000000000268;18;18947.3684210259
0.00209999999999866;18;17142.8571428681
0.00379999999999825;18;9473.68421053068
0.0041000000000011;18;8780.48780487569
